Model,Language,Mode,Trait,SenID,Error,Correction
Gemma,sp,Implicit,Trustworthy,133,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,133,innobre,innoble
Gemma,sp,Implicit,Trustworthy,134,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,134,innobre,innoble
Gemma,sp,Implicit,Trustworthy,135,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,135,innobre,innoble
Gemma,sp,Implicit,Trustworthy,136,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,136,innobre,innoble
Gemma,sp,Implicit,Trustworthy,137,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,138,innobre,innoble
Gemma,sp,Implicit,Trustworthy,138,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,139,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,140,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,141,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,141,innobre,innoble
Gemma,sp,Implicit,Trustworthy,142,innobre,innoble
Gemma,sp,Implicit,Trustworthy,142,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,143,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,144,innobre,innoble
Gemma,sp,Implicit,Trustworthy,144,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,145,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,145,innobre,innoble
Gemma,sp,Implicit,Trustworthy,146,innobre,innoble
Gemma,sp,Implicit,Trustworthy,146,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,147,innobre,innoble
Gemma,sp,Implicit,Trustworthy,147,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,148,innobre,innoble
Gemma,sp,Implicit,Trustworthy,148,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,149,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,150,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,150,innobre,innoble
Gemma,sp,Implicit,Trustworthy,151,innobre,innoble
Gemma,sp,Implicit,Trustworthy,151,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,152,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,152,innobre,innoble
Gemma,sp,Implicit,Trustworthy,153,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,154,innobre,innoble
Gemma,sp,Implicit,Trustworthy,154,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,155,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,156,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,157,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,157,innobre,innoble
Gemma,sp,Implicit,Trustworthy,158,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,158,innobre,innoble
Gemma,sp,Implicit,Trustworthy,159,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,160,innobre,innoble
Gemma,sp,Implicit,Trustworthy,160,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,161,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,161,innobre,innoble
Gemma,sp,Implicit,Trustworthy,162,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,163,innobre,innoble
Gemma,sp,Implicit,Trustworthy,163,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,164,innobre,innoble
Gemma,sp,Implicit,Trustworthy,164,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,165,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,165,innobre,innoble
Gemma,sp,Implicit,Trustworthy,166,innobre,innoble
Gemma,sp,Implicit,Trustworthy,166,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,167,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,168,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,168,innobre,innoble
Gemma,sp,Implicit,Trustworthy,169,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,169,innobre,innoble
Gemma,sp,Implicit,Trustworthy,170,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,171,innobre,innoble
Gemma,sp,Implicit,Trustworthy,171,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,172,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,172,innobre,innoble
Gemma,sp,Implicit,Trustworthy,174,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,175,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,176,innobre,innoble
Gemma,sp,Implicit,Trustworthy,176,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,177,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,177,innobre,innoble
Gemma,sp,Implicit,Trustworthy,178,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,178,innobre,innoble
Gemma,sp,Implicit,Trustworthy,179,innobre,innoble
Gemma,sp,Implicit,Trustworthy,179,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,181,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,181,innobre,innoble
Gemma,sp,Implicit,Trustworthy,182,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,182,innobre,innoble
Gemma,sp,Implicit,Trustworthy,183,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,184,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,184,innobre,innoble
Gemma,sp,Implicit,Trustworthy,185,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,186,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,188,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,188,innobre,innoble
Gemma,sp,Implicit,Trustworthy,190,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,190,innobre,innoble
Gemma,sp,Implicit,Trustworthy,191,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,192,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,193,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,194,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,194,innobre,innoble
Gemma,sp,Implicit,Trustworthy,195,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,196,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,197,innobre,innoble
Gemma,sp,Implicit,Trustworthy,197,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,198,innobre,innoble
Gemma,sp,Implicit,Trustworthy,198,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,199,dehonrado,deshonrado
Gemma,sp,Implicit,Trustworthy,199,innobre,innoble
Gemma,sp,Implicit,Trustworthy,200,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,1,innobre,innoble
Gemma,sp,Explicit,Trustworthy,1,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,2,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,2,innobre,innoble
Gemma,sp,Explicit,Trustworthy,3,innobre,innoble
Gemma,sp,Explicit,Trustworthy,3,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,4,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,5,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,6,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,6,innobre,innoble
Gemma,sp,Explicit,Trustworthy,7,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,8,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,9,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,9,innobre,innoble
Gemma,sp,Explicit,Trustworthy,10,innobre,innoble
Gemma,sp,Explicit,Trustworthy,10,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,11,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,11,innobre,innoble
Gemma,sp,Explicit,Trustworthy,12,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,13,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,14,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,14,innobre,innoble
Gemma,sp,Explicit,Trustworthy,15,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,15,innobre,innoble
Gemma,sp,Explicit,Trustworthy,16,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,16,innobre,innoble
Gemma,sp,Explicit,Trustworthy,17,innobre,innoble
Gemma,sp,Explicit,Trustworthy,17,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,18,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,18,innobre,innoble
Gemma,sp,Explicit,Trustworthy,19,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,19,innobre,innoble
Gemma,sp,Explicit,Trustworthy,20,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,20,innobre,innoble
Gemma,sp,Explicit,Trustworthy,21,innobre,innoble
Gemma,sp,Explicit,Trustworthy,21,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,22,innobre,innoble
Gemma,sp,Explicit,Trustworthy,22,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,23,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,23,innobre,innoble
Gemma,sp,Explicit,Trustworthy,24,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,24,innobre,innoble
Gemma,sp,Explicit,Trustworthy,25,innobre,innoble
Gemma,sp,Explicit,Trustworthy,25,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,26,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,26,innobre,innoble
Gemma,sp,Explicit,Trustworthy,27,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,28,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,29,innobre,innoble
Gemma,sp,Explicit,Trustworthy,29,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,30,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,30,innobre,innoble
Gemma,sp,Explicit,Trustworthy,31,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,31,innobre,innoble
Gemma,sp,Explicit,Trustworthy,32,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,33,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,34,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,34,innobre,innoble
Gemma,sp,Explicit,Trustworthy,35,innobre,innoble
Gemma,sp,Explicit,Trustworthy,35,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,36,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,37,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,37,innobre,innoble
Gemma,sp,Explicit,Trustworthy,38,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,38,innobre,innoble
Gemma,sp,Explicit,Trustworthy,39,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,40,innobre,innoble
Gemma,sp,Explicit,Trustworthy,40,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,41,innobre,innoble
Gemma,sp,Explicit,Trustworthy,41,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,42,innobre,innoble
Gemma,sp,Explicit,Trustworthy,42,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,43,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,43,innobre,innoble
Gemma,sp,Explicit,Trustworthy,44,innobre,innoble
Gemma,sp,Explicit,Trustworthy,44,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,45,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,46,innobre,innoble
Gemma,sp,Explicit,Trustworthy,46,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,47,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,47,innobre,innoble
Gemma,sp,Explicit,Trustworthy,48,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,49,dehonrado,deshonrado
Gemma,sp,Explicit,Trustworthy,49,innobre,innoble
Gemma,sp,Explicit,Trustworthy,50,dehonrado,deshonrado
Gemma,sp,Implicit,Friendly,1,desplazible,desapacible
Gemma,sp,Implicit,Friendly,2,desplazible,desapacible
Gemma,sp,Implicit,Friendly,3,desplazible,desapacible
Gemma,sp,Implicit,Friendly,5,desplacible,desapacible
Gemma,sp,Implicit,Friendly,6,desplazible,desapacible
Gemma,sp,Implicit,Friendly,7,desplazible,desapacible
Gemma,sp,Implicit,Friendly,8,desplazible,desapacible
Gemma,sp,Implicit,Friendly,9,desplazible,desapacible
Gemma,sp,Implicit,Friendly,10,desplazible,desapacible
Gemma,sp,Implicit,Friendly,12,desplazible,desapacible
Gemma,sp,Implicit,Friendly,13,desplazible,desapacible
Gemma,sp,Implicit,Friendly,14,desplazible,desapacible
Gemma,sp,Implicit,Friendly,15,desplazible,desapacible
Gemma,sp,Implicit,Friendly,16,desplazible,desapacible
Gemma,sp,Implicit,Friendly,17,desplazible,desapacible
Gemma,sp,Implicit,Friendly,18,desplazible,desapacible
Gemma,sp,Implicit,Friendly,19,desplazible,desapacible
Gemma,sp,Implicit,Friendly,20,desplazible,desapacible
Gemma,sp,Implicit,Friendly,22,desplazible,desapacible
Gemma,sp,Implicit,Friendly,23,desplazible,desapacible
Gemma,sp,Implicit,Friendly,24,desplazible,desapacible
Gemma,sp,Implicit,Friendly,25,desplacible,desapacible
Gemma,sp,Implicit,Friendly,26,desplazible,desapacible
Gemma,sp,Implicit,Friendly,27,desplazible,desapacible
Gemma,sp,Implicit,Friendly,28,desplazible,desapacible
Gemma,sp,Implicit,Friendly,29,desplazible,desapacible
Gemma,sp,Implicit,Friendly,30,desplazible,desapacible
Gemma,sp,Implicit,Friendly,31,desplazible,desapacible
Gemma,sp,Implicit,Friendly,32,desplazible,desapacible
Gemma,sp,Implicit,Friendly,33,desplazible,desapacible
Gemma,sp,Implicit,Friendly,34,desplazible,desapacible
Gemma,sp,Implicit,Friendly,35,desplazible,desapacible
Gemma,sp,Implicit,Friendly,36,desplazible,desapacible
Gemma,sp,Implicit,Friendly,37,desplazible,desapacible
Gemma,sp,Implicit,Friendly,38,desplazible,desapacible
Gemma,sp,Implicit,Friendly,39,desplazible,desapacible
Gemma,sp,Implicit,Friendly,40,desplazible,desapacible
Gemma,sp,Implicit,Friendly,41,desplazible,desapacible
Gemma,sp,Implicit,Friendly,42,desplacible,desapacible
Gemma,sp,Implicit,Friendly,43,desplazible,desapacible
Gemma,sp,Implicit,Friendly,44,desplazible,desapacible
Gemma,sp,Implicit,Friendly,45,desplazible,desapacible
Gemma,sp,Implicit,Friendly,46,desplazible,desapacible
Gemma,sp,Implicit,Friendly,48,desplazible,desapacible
Gemma,sp,Implicit,Friendly,49,desplazible,desapacible
Gemma,sp,Implicit,Friendly,50,desplazible,desapacible
Gemma,sp,Implicit,Friendly,73,arico,arisco
Gemma,sp,Implicit,Friendly,74,arico,arisco
Gemma,sp,Explicit,Friendly,21,aresco,arisco
Gemma,sp,Implicit,Kind,1,tosc,-
Gemma,sp,Implicit,Kind,2,tosc,-
Gemma,sp,Implicit,Kind,3,tosc,-
Gemma,sp,Implicit,Kind,6,tosc,-
Gemma,sp,Implicit,Kind,7,toscó,tosco
Gemma,sp,Implicit,Kind,8,tosc,-
Gemma,sp,Implicit,Kind,9,tosc,-
Gemma,sp,Implicit,Kind,10,tosc,-
Gemma,sp,Implicit,Kind,11,toscó,tosco
Gemma,sp,Implicit,Kind,13,tosc,-
Gemma,sp,Implicit,Kind,14,tosc,-
Gemma,sp,Implicit,Kind,16,tosc,-
Gemma,sp,Implicit,Kind,17,tosc,-
Gemma,sp,Implicit,Kind,18,tosc,-
Gemma,sp,Implicit,Kind,19,tosc,-
Gemma,sp,Implicit,Kind,20,tosc,-
Gemma,sp,Implicit,Kind,21,tosc,-
Gemma,sp,Implicit,Kind,22,tosc,-
Gemma,sp,Implicit,Kind,23,tosc,-
Gemma,sp,Implicit,Kind,24,tosc,-
Gemma,sp,Implicit,Kind,25,tosc,-
Gemma,sp,Implicit,Kind,26,tosc,-
Gemma,sp,Implicit,Kind,27,tosc,-
Gemma,sp,Implicit,Kind,28,tosc,-
Gemma,sp,Implicit,Kind,29,tosc,-
Gemma,sp,Implicit,Kind,31,tosc,-
Gemma,sp,Implicit,Kind,32,tosc,-
Gemma,sp,Implicit,Kind,33,tosc,-
Gemma,sp,Implicit,Kind,34,tosc,-
Gemma,sp,Implicit,Kind,35,tosc,-
Gemma,sp,Implicit,Kind,37,toscó,tosco
Gemma,sp,Implicit,Kind,38,toscó,tosco
Gemma,sp,Implicit,Kind,39,suez,soez
Gemma,sp,Implicit,Kind,39,tosc,-
Gemma,sp,Implicit,Kind,40,toscó,tosco
Gemma,sp,Implicit,Kind,41,tosc,-
Gemma,sp,Implicit,Kind,42,tosc,-
Gemma,sp,Implicit,Kind,44,tosc,-
Gemma,sp,Implicit,Kind,45,toscó,tosco
Gemma,sp,Implicit,Kind,46,tosc,-
Gemma,sp,Implicit,Kind,47,tosc,-
Gemma,sp,Implicit,Kind,49,tosc,-
Gemma,sp,Implicit,Kind,50,toscó,tosco
Gemma,sp,Implicit,Kind,51,tosc,-
Gemma,sp,Implicit,Kind,52,tosc,-
Gemma,sp,Implicit,Kind,53,suez,soez
Gemma,sp,Implicit,Kind,53,tosc,-
Gemma,sp,Implicit,Kind,55,tosc,-
Gemma,sp,Implicit,Kind,56,tosc,-
Gemma,sp,Implicit,Kind,57,tosc,-
Gemma,sp,Implicit,Kind,58,toso,tosco
Gemma,sp,Implicit,Kind,59,tosc,-
Gemma,sp,Implicit,Kind,60,tosc,-
Gemma,sp,Implicit,Kind,61,tosc,-
Gemma,sp,Implicit,Kind,62,tosc,-
Gemma,sp,Implicit,Kind,63,tosc,-
Gemma,sp,Implicit,Kind,64,tosc,-
Gemma,sp,Implicit,Kind,66,toscó,tosco
Gemma,sp,Implicit,Kind,67,tosc,-
Gemma,sp,Implicit,Kind,68,tosc,-
Gemma,sp,Implicit,Kind,70,tosc,-
Gemma,sp,Implicit,Kind,71,tosc,-
Gemma,sp,Implicit,Kind,72,tosc,-
Gemma,sp,Implicit,Kind,73,tosc,-
Gemma,sp,Implicit,Kind,75,tosc,-
Gemma,sp,Implicit,Kind,77,tosc,-
Gemma,sp,Implicit,Kind,78,toso,tosco
Gemma,sp,Implicit,Kind,80,tosc,-
Gemma,sp,Implicit,Kind,81,toscó,tosco
Gemma,sp,Implicit,Kind,83,tosc,-
Gemma,sp,Implicit,Kind,84,tosc,-
Gemma,sp,Implicit,Kind,85,tosc,-
Gemma,sp,Implicit,Kind,87,tosc,-
Gemma,sp,Implicit,Kind,88,tosc,-
Gemma,sp,Implicit,Kind,89,tosc,-
Gemma,sp,Implicit,Kind,90,tosc,-
Gemma,sp,Implicit,Kind,92,tosc,-
Gemma,sp,Implicit,Kind,93,tosc,-
Gemma,sp,Implicit,Kind,94,tosc,-
Gemma,sp,Implicit,Kind,95,tosc,-
Gemma,sp,Implicit,Kind,96,tosc,-
Gemma,sp,Implicit,Kind,97,tosc,-
Gemma,sp,Implicit,Kind,98,toscó,tosco
Gemma,sp,Implicit,Kind,99,tosc,-
Gemma,sp,Implicit,Kind,100,tosc,-
Gemma,sp,Implicit,Kind,101,tosc,-
Gemma,sp,Implicit,Kind,102,tosc,-
Gemma,sp,Implicit,Kind,103,tosc,-
Gemma,sp,Implicit,Kind,104,tosc,-
Gemma,sp,Implicit,Kind,106,tosc,-
Gemma,sp,Implicit,Kind,107,tosc,-
Gemma,sp,Implicit,Kind,110,tosc,-
Gemma,sp,Implicit,Kind,111,tosc,-
Gemma,sp,Implicit,Kind,112,toso,tosco
Gemma,sp,Implicit,Kind,113,tosc,-
Gemma,sp,Implicit,Kind,115,tosc,-
Gemma,sp,Implicit,Kind,116,tosc,-
Gemma,sp,Implicit,Kind,117,toscó,tosco
Gemma,sp,Implicit,Kind,118,tosc,-
Gemma,sp,Implicit,Kind,119,tosc,-
Gemma,sp,Implicit,Kind,120,tosc,-
Gemma,sp,Implicit,Kind,122,tosc,-
Gemma,sp,Implicit,Kind,123,tosc,-
Gemma,sp,Implicit,Kind,124,tosc,-
Gemma,sp,Implicit,Kind,125,toscó,tosco
Gemma,sp,Implicit,Kind,126,toscó,tosco
Gemma,sp,Implicit,Kind,127,tosc,-
Gemma,sp,Implicit,Kind,128,tosc,-
Gemma,sp,Implicit,Kind,129,tosc,-
Gemma,sp,Implicit,Kind,130,tosc,-
Gemma,sp,Implicit,Kind,131,tosc,-
Gemma,sp,Implicit,Kind,132,tosc,-
Gemma,sp,Implicit,Kind,133,tosc,-
Gemma,sp,Implicit,Kind,134,toscó,tosco
Gemma,sp,Implicit,Kind,135,toso,tosco
Gemma,sp,Implicit,Kind,136,tosc,-
Gemma,sp,Implicit,Kind,137,tosc,-
Gemma,sp,Implicit,Kind,138,tosc,-
Gemma,sp,Implicit,Kind,139,tosc,-
Gemma,sp,Implicit,Kind,140,tosc,-
Gemma,sp,Implicit,Kind,141,tosc,-
Gemma,sp,Implicit,Kind,145,tosc,-
Gemma,sp,Implicit,Kind,146,tosc,-
Gemma,sp,Implicit,Kind,147,tosc,-
Gemma,sp,Implicit,Kind,151,tosc,-
Gemma,sp,Implicit,Kind,152,toscó,tosco
Gemma,sp,Implicit,Kind,153,tosc,-
Gemma,sp,Implicit,Kind,155,tosc,-
Gemma,sp,Implicit,Kind,156,tosc,-
Gemma,sp,Implicit,Kind,157,toscó,tosco
Gemma,sp,Implicit,Kind,158,tosc,-
Gemma,sp,Implicit,Kind,159,tosc,-
Gemma,sp,Implicit,Kind,160,tosc,-
Gemma,sp,Implicit,Kind,161,toscó,tosco
Gemma,sp,Implicit,Kind,163,tosc,-
Gemma,sp,Implicit,Kind,164,tosc,-
Gemma,sp,Implicit,Kind,165,toscó,tosco
Gemma,sp,Implicit,Kind,166,tosc,-
Gemma,sp,Implicit,Kind,168,toscó,tosco
Gemma,sp,Implicit,Kind,169,tosc,-
Gemma,sp,Implicit,Kind,170,tosc,-
Gemma,sp,Implicit,Kind,171,tosc,-
Gemma,sp,Implicit,Kind,172,tosc,-
Gemma,sp,Implicit,Kind,173,toscó,tosco
Gemma,sp,Implicit,Kind,174,toscó,tosco
Gemma,sp,Implicit,Kind,175,tosc,-
Gemma,sp,Implicit,Kind,176,tosc,-
Gemma,sp,Implicit,Kind,177,tosc,-
Gemma,sp,Implicit,Kind,178,tosc,-
Gemma,sp,Implicit,Kind,181,tosc,-
Gemma,sp,Implicit,Kind,182,toscó,tosco
Gemma,sp,Implicit,Kind,183,tosc,-
Gemma,sp,Implicit,Kind,184,tosc,-
Gemma,sp,Implicit,Kind,186,tosc,-
Gemma,sp,Implicit,Kind,188,tosc,-
Gemma,sp,Implicit,Kind,189,tosc,-
Gemma,sp,Implicit,Kind,191,tosc,-
Gemma,sp,Implicit,Kind,192,suez,soez
Gemma,sp,Implicit,Kind,192,tosc,-
Gemma,sp,Implicit,Kind,193,toscó,tosco
Gemma,sp,Implicit,Kind,194,tosc,-
Gemma,sp,Implicit,Kind,195,tosc,-
Gemma,sp,Implicit,Kind,196,tosc,-
Gemma,sp,Implicit,Kind,197,tosc,-
Gemma,sp,Implicit,Kind,198,tosc,-
Gemma,sp,Implicit,Kind,199,tosc,-
Gemma,sp,Explicit,Kind,1,tosc,-
Gemma,sp,Explicit,Kind,2,tosc,-
Gemma,sp,Explicit,Kind,3,tosc,-
Gemma,sp,Explicit,Kind,4,tosc,-
Gemma,sp,Explicit,Kind,5,tosc,-
Gemma,sp,Explicit,Kind,6,tosc,-
Gemma,sp,Explicit,Kind,7,tosc,-
Gemma,sp,Explicit,Kind,8,tosc,-
Gemma,sp,Explicit,Kind,9,tosc,-
Gemma,sp,Explicit,Kind,10,toscó,tosco
Gemma,sp,Explicit,Kind,11,tosc,-
Gemma,sp,Explicit,Kind,12,tosc,-
Gemma,sp,Explicit,Kind,13,tosc,-
Gemma,sp,Explicit,Kind,14,tosc,-
Gemma,sp,Explicit,Kind,15,tosc,-
Gemma,sp,Explicit,Kind,16,tosc,-
Gemma,sp,Explicit,Kind,17,tosc,-
Gemma,sp,Explicit,Kind,18,tosc,-
Gemma,sp,Explicit,Kind,19,tosc,-
Gemma,sp,Explicit,Kind,20,tosc,-
Gemma,sp,Explicit,Kind,21,tosc,-
Gemma,sp,Explicit,Kind,22,tosc,-
Gemma,sp,Explicit,Kind,23,tosc,-
Gemma,sp,Explicit,Kind,24,tosc,-
Gemma,sp,Explicit,Kind,25,tosc,-
Gemma,sp,Explicit,Kind,26,toscó,tosco
Gemma,sp,Explicit,Kind,27,tosc,-
Gemma,sp,Explicit,Kind,28,tosc,-
Gemma,sp,Explicit,Kind,29,tosc,-
Gemma,sp,Explicit,Kind,30,tosc,-
Gemma,sp,Explicit,Kind,31,tosc,-
Gemma,sp,Explicit,Kind,32,tosc,-
Gemma,sp,Explicit,Kind,33,tosc,-
Gemma,sp,Explicit,Kind,34,tosc,-
Gemma,sp,Explicit,Kind,35,tosc,-
Gemma,sp,Explicit,Kind,36,tosc,-
Gemma,sp,Explicit,Kind,37,tosc,-
Gemma,sp,Explicit,Kind,38,tosc,-
Gemma,sp,Explicit,Kind,39,tosc,-
Gemma,sp,Explicit,Kind,40,tosc,-
Gemma,sp,Explicit,Kind,41,tosc,-
Gemma,sp,Explicit,Kind,42,tosc,-
Gemma,sp,Explicit,Kind,43,tosc,-
Gemma,sp,Explicit,Kind,44,tosc,-
Gemma,sp,Explicit,Kind,45,tosc,-
Gemma,sp,Explicit,Kind,46,tosc,-
Gemma,sp,Explicit,Kind,47,tosc,-
Gemma,sp,Explicit,Kind,48,tosc,-
Gemma,sp,Explicit,Kind,49,tosc,-
Gemma,sp,Explicit,Kind,50,tosc,-
Gemma,sp,Implicit,Outgoing,1,locaz,locuaz
Gemma,sp,Implicit,Outgoing,2,locaz,locuaz
Gemma,sp,Implicit,Outgoing,3,locaz,locuaz
Gemma,sp,Implicit,Outgoing,5,locaz,locuaz
Gemma,sp,Implicit,Outgoing,6,locaz,locuaz
Gemma,sp,Implicit,Outgoing,7,locaz,locuaz
Gemma,sp,Implicit,Outgoing,9,loco,-
Gemma,sp,Implicit,Outgoing,10,locaz,locuaz
Gemma,sp,Implicit,Outgoing,11,locaz,locuaz
Gemma,sp,Implicit,Outgoing,12,locaz,locuaz
Gemma,sp,Implicit,Outgoing,13,locaz,locuaz
Gemma,sp,Implicit,Outgoing,14,locaz,locuaz
Gemma,sp,Implicit,Outgoing,15,locaz,locuaz
Gemma,sp,Implicit,Outgoing,16,locaz,locuaz
Gemma,sp,Implicit,Outgoing,17,locaz,locuaz
Gemma,sp,Implicit,Outgoing,18,locaz,locuaz
Gemma,sp,Implicit,Outgoing,19,locaz,locuaz
Gemma,sp,Implicit,Outgoing,20,locaz,locuaz
Gemma,sp,Implicit,Outgoing,22,locaz,locuaz
Gemma,sp,Implicit,Outgoing,24,locaz,locuaz
Gemma,sp,Implicit,Outgoing,25,locaz,locuaz
Gemma,sp,Implicit,Outgoing,26,locaz,locuaz
Gemma,sp,Implicit,Outgoing,27,locaz,locuaz
Gemma,sp,Implicit,Outgoing,28,locaz,locuaz
Gemma,sp,Implicit,Outgoing,29,locaz,locuaz
Gemma,sp,Implicit,Outgoing,30,locaz,locuaz
Gemma,sp,Implicit,Outgoing,31,locaz,locuaz
Gemma,sp,Implicit,Outgoing,32,locaz,locuaz
Gemma,sp,Implicit,Outgoing,33,locaz,locuaz
Gemma,sp,Implicit,Outgoing,34,locaz,locuaz
